State,District,Latitude,Longitude,District code,State name,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Non_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Secondary_Education,Higher_Education,Graduate_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Radio_Transistor,Households_with_Scooter_Motorcycle,Households_with_Landline_only,Households_with_Mobile_only,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Households_with_Television,Households_with_Telephone_Mobile_Phone,Households_with_Telephone_Mobile_Phone_Both,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Ownership_Owned_Households,Ownership_Rented_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_River_Canal_Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Power_Parity_Less_than_Rs_45000,sex_ratio
Bihar,Banka,24.83235564,86.86649163,225,BIHAR,2034763,1067140,967623,965321,590961,374360,247858,129663,118195,90432,45901,44531,771080,517817,253263,1263683,462614,26680,109346,1772655,250925,6138,139,113,94,1035,3664,15459,62359,1704,22300,425604,18492,444096,408188,386707,120653,63103,35767,1291235,462080,278863,159201,3258,78757,24398,6235,170898,1339,32859,181116,3983,88429,46555,372571,3728,253728,5796,161124,108991,466,15071,2243,510,91
Bihar,Begusarai,25.54302613,86.12560144,222,BIHAR,2970541,1567660,1402881,1548673,918507,630166,432270,227481,204789,1597,848,749,938182,715345,222837,2032359,430870,58167,303110,2554330,407348,2209,402,229,276,57,5690,49493,120373,4644,43127,594377,139248,733625,577601,484502,207136,144783,101836,1951688,644874,369996,295852,9821,106532,41377,13978,309910,4767,76761,334335,10447,193224,186662,577162,10968,547417,211,219003,313654,658,21384,4641,751,89
Bihar,Bhagalpur,25.27719289,87.04213814,224,BIHAR,3037766,1615663,1422103,1573066,937669,635397,318569,169667,148902,67180,35545,31635,983528,740056,243472,2054238,475228,60461,312678,2487866,537098,3556,415,180,1050,32,7569,63241,174534,6764,46929,522527,130634,653161,614644,524322,247079,154643,118843,1952879,674660,397654,220531,8644,131976,47618,13542,284153,8210,117040,308044,10349,208730,189954,540365,13460,437176,1431,209060,250177,883,45919,30554,667,88
Bihar,Bhojpur,25.50666439,84.49407803,231,BIHAR,2728407,1430380,1298027,1599151,973486,625665,425402,222716,202686,13977,7363,6614,822493,640283,182210,1905914,364875,47985,218737,2518216,197819,2165,544,647,1472,48,7496,45763,62153,3661,34658,434559,77368,511927,581580,605307,313509,163303,131137,1722387,613072,387389,206776,7391,119372,43689,11934,246774,4227,87879,268330,9622,216412,112983,401256,9625,387248,268,78650,312557,464,15589,3508,602,91
Bihar,Buxar,25.48593019,84.08808082,232,BIHAR,1706352,887977,818375,989807,593544,396263,251737,131821,119916,26824,14102,12722,538322,402180,136142,1168030,251790,26122,127938,1591454,105423,2125,248,5090,97,57,1858,27362,46760,1784,19324,299252,35405,334657,331675,420187,178044,89306,64117,1074754,375372,253998,137996,5341,78643,26325,7107,162604,2034,48405,174119,4408,130771,64826,254972,4718,240965,212,54463,188476,301,10728,3437,392,92
Bihar,Darbhanga,26.14618772,85.97387352,215,BIHAR,3937385,2059949,1877436,1816634,1125566,691068,615688,322327,293361,2772,1361,1411,1223640,947927,275713,2713745,642115,44846,300006,3042729,881476,3534,832,245,236,101,8232,59510,127442,6280,53205,907174,95539,1002713,672797,490534,224622,152540,129597,2535344,865971,529314,320695,10325,199508,52586,17179,407567,5197,80085,440719,15973,247667,202524,785953,10615,771056,860,332426,345511,1245,19499,38607,994,91
Bihar,Gaya,24.72665415,84.94291218,236,BIHAR,4391418,2266566,2124852,2297613,1368803,928810,1334351,683943,650408,3098,1635,1463,1664062,1076170,587892,2727356,783505,87178,422620,3876395,488121,3943,913,870,1723,108,19345,57738,112617,6856,57011,696289,111282,807571,902272,757690,342254,191824,131163,2810026,936630,537333,294227,11827,161992,59202,16741,356281,7865,107970,383973,10951,260921,167232,665673,18754,577098,1505,246837,312298,1279,37002,15636,979,94
Bihar,Gopalganj,26.44874364,84.34636127,217,BIHAR,2562012,1267666,1294346,1382998,793905,589093,320064,159265,160799,60807,29833,30974,728201,539586,188615,1833811,338666,26049,154527,2119262,436057,2463,271,167,133,28,3631,31193,69375,3707,33596,515925,38133,554058,540603,470828,223776,123249,79109,1642807,546202,370662,312727,9508,154764,51902,13560,296491,3571,61380,316314,6263,209045,84425,412706,5453,399026,229,143078,255329,417,16485,786,596,102
Bihar,Jamui,24.7841838,86.26316298,238,BIHAR,1760405,916064,844341,858588,534385,324203,302649,155849,146800,78793,40185,38608,727571,452288,275283,1032834,331466,105637,133977,1525746,217621,8443,162,159,87,3438,4749,12984,32633,1839,22414,325909,30851,356760,420472,317612,104211,56137,29633,1135919,392052,227016,113424,4842,51172,18411,8130,147950,1341,27056,159792,3712,64170,45733,300265,5351,162989,5009,153708,66941,866,12828,2079,396,92
Bihar,Jehanabad,25.15567905,84.92081245,239,BIHAR,1125313,585582,539731,618881,374412,244469,222974,115034,107940,1285,667,618,365378,266423,98955,759935,179519,15075,84676,1045117,75742,691,148,248,60,58,3249,15507,27641,1106,11302,186660,28132,214792,211761,165906,112966,68748,45519,714244,254582,155106,69637,2522,49416,13682,3263,94340,1251,32086,100130,2527,74772,50439,176076,4205,165527,54,60659,99381,159,6054,1009,248,92
Bihar,Katihar,25.56565356,87.70466084,212,BIHAR,3071029,1600430,1470599,1280190,762256,517934,263100,136429,126671,179971,92190,87781,1013566,760522,253044,2057463,672291,20577,151841,1684589,1365645,8659,2754,212,507,2141,6522,32570,60900,2941,27263,668232,69838,738070,472616,444260,133811,88498,57114,2054202,660403,353483,285976,5118,132058,35004,8276,223358,2847,60110,239686,8052,200849,108018,595596,11309,580446,916,239547,314391,480,13810,44891,732,92
Bihar,Khagaria,25.53558891,86.56593256,223,BIHAR,1666886,883786,783100,768028,461153,306875,247161,130191,116970,675,352,323,560805,398216,162589,1106081,325731,20816,109741,1486989,175588,1253,143,79,86,115,2633,15401,40641,1580,21654,373696,21007,394703,350601,233494,100555,65931,38697,1114645,355531,195796,99898,3120,56603,14047,5031,149998,1113,31220,159866,4837,88774,78061,321312,3292,311073,183,148230,142226,299,9814,6515,406,89
Bihar,Kishanganj,26.32433676,87.95045007,210,BIHAR,1690400,866970,823430,745056,439921,305135,113118,57964,55154,64224,32506,31718,529064,421192,107872,1161336,321867,11633,87702,531236,1149095,5783,398,183,1476,28,2201,11715,58718,1093,14073,401793,43357,445150,356401,235779,42778,25989,15386,1139615,361114,188447,177516,2436,51858,19539,4204,122353,1022,28736,130592,4035,108435,34858,326865,4776,315573,527,159662,142448,323,4264,29710,402,95
Bihar,Lakhisarai,25.18344932,86.12825701,227,BIHAR,1000912,526345,474567,507270,305182,202088,153209,80069,73140,8333,4247,4086,326576,240494,86082,674336,159970,13546,74528,956396,40886,487,140,52,78,52,2821,12938,44491,1186,8862,175882,31763,207645,172076,149312,85807,48001,27261,650642,218840,130655,49052,2415,28996,9577,2869,90531,747,31048,95917,2517,60658,52316,158930,3444,127198,425,58733,75362,332,9477,1875,222,90
Bihar,Madhepura,25.77341929,86.8978444,213,BIHAR,2001762,1047559,954203,834577,517666,316911,346275,179337,166938,12532,6442,6090,777546,496046,281500,1224216,484062,16347,86328,1753829,241760,1342,170,60,133,81,4387,12302,23236,1397,23309,486278,24000,510278,340813,189431,99437,79891,44955,1311771,444235,242382,169936,4560,74766,21254,5950,171436,1231,23209,182773,5387,139028,52388,394241,3072,384905,148,153322,218811,283,6388,9086,487,91
Bihar,Madhubani,26.41380538,86.1632836,207,BIHAR,4487379,2329313,2158066,2155338,1340085,815253,587158,303389,283769,3990,2056,1934,1636938,1105947,530991,2850441,940642,54934,244482,3652168,818912,3262,564,328,442,169,11534,47090,113281,5319,65548,1047552,41234,1088786,783888,771417,303114,170563,137780,2860455,1009424,611899,416574,11636,300530,59254,19016,452569,4200,73851,486531,14946,235903,166993,884913,8410,859607,546,412398,346397,1258,19775,30900,1090,93
Bihar,Munger,25.19853796,86.54173673,226,BIHAR,1367765,729041,638724,801817,473741,328076,183846,97195,86651,21404,10995,10409,426658,327453,99205,941107,196449,16690,167566,1252319,110416,1815,338,95,145,61,2576,49141,90461,2653,17946,222281,85782,308063,226699,158699,147152,101907,64469,860147,316713,188319,112707,3755,56958,24259,6558,138260,2838,69973,149671,4853,109560,102385,248457,11182,184033,862,93833,126411,419,20237,7168,287,88
Bihar,Muzaffarpur,26.18664417,85.32745092,216,BIHAR,4801062,2527497,2273565,2509232,1487117,1022115,751975,393135,358840,5979,3124,2855,1547586,1195308,352278,3253476,769001,65253,439896,4032773,745546,5149,933,288,382,98,15893,87796,180651,10290,73012,998694,120700,1119394,1092952,743623,299475,194920,138916,3016735,1079189,697108,548802,23333,259307,94249,30120,499073,11643,172027,547479,18286,346386,256532,911967,22474,874936,570,414460,446177,1455,44121,27130,1064,90
Bihar,Nalanda,25.22934551,85.48053114,229,BIHAR,2877653,1497060,1380593,1519933,919558,600375,607672,315240,292432,1442,728,714,1045420,703405,342015,1832233,534021,52585,237574,2669775,198033,1978,393,414,561,64,6435,43761,101378,4156,43848,514141,102522,616663,581978,486266,274556,177358,133032,1829128,642197,403129,121583,7955,81505,29239,12973,250849,3720,87070,273472,9650,180298,149675,464186,17540,390009,303,164405,223694,892,38617,6072,624,92
Bihar,Nawada,24.82570884,85.61594569,237,BIHAR,2219146,1144668,1074478,1091012,659474,431538,565112,290050,275062,2045,997,1048,817041,539439,277602,1402105,397505,40018,163118,1964620,244394,1299,250,176,279,80,8048,20522,31162,1841,28411,379551,45323,424874,601011,368649,161127,95943,64585,1440781,485628,288805,75606,3991,57986,15948,5805,172239,1322,34020,182748,4704,132057,77297,336216,7706,299668,889,131390,149765,566,10224,2137,561,94
Bihar,Pashchim Champaran,27.16064352,84.30265912,203,BIHAR,3935042,2061110,1873932,1759481,1091226,668255,553944,289191,264753,250046,127680,122366,1478947,999282,479665,2456095,998833,38691,223884,3047427,865090,8469,926,1337,296,1895,9602,38414,57546,3495,41143,839514,96620,936134,1053481,543965,159563,98732,70669,2544205,888205,497793,425249,10911,183497,48435,12934,346729,3094,69056,371137,11474,270894,112382,694531,7910,673647,521,282250,368844,645,19577,2006,935,91
Bihar,Patna,25.40297115,85.31984336,230,BIHAR,5838465,3078512,2759953,3459679,2028047,1431632,920918,482088,438830,9069,4717,4352,1881886,1436411,445475,3956579,658203,85349,867118,5356075,439952,12551,4803,1062,2151,203,21668,321307,546859,40692,132582,657991,552103,1210094,1244842,1095655,698351,463361,452340,3626564,1382654,815638,430595,49821,227469,176114,38617,590486,61156,453344,662665,33562,562795,507581,829728,104162,666585,885,252246,607942,1105,231255,90643,1091,90
Bihar,Purba Champaran,26.68129337,85.00382156,204,BIHAR,5099371,2681209,2418162,2276957,1407603,869354,649726,340363,309363,12461,6454,6007,1737539,1260774,476765,3361832,1057417,46164,284926,4086453,990349,4865,668,878,464,104,15590,52358,74979,7719,70258,1142260,101565,1243825,1280809,982506,241118,121594,68781,3316422,1122340,648009,611212,19282,357603,78531,24362,546993,5686,96546,585210,13855,391064,179522,967001,9489,945481,471,430949,470416,1075,20310,2653,1194,90
Bihar,Purnia,25.81714802,87.40447607,211,BIHAR,3264619,1699370,1565249,1332326,805261,527065,390991,203201,187790,139490,71391,68099,1143318,803275,340043,2121301,745015,28840,172039,1989420,1255641,7989,614,353,1450,650,8502,33688,86058,4170,33664,712847,85749,798596,668690,360243,119259,83226,59996,2155512,696556,372692,291919,8390,126408,40178,9510,241206,4252,63200,258284,7568,234013,87774,624039,8720,606448,1390,273244,314626,836,12331,59597,822,92
Bihar,Rohtas,24.99170461,83.93507627,234,BIHAR,2959918,1543546,1416372,1799832,1061783,738049,549546,286596,262950,31650,16399,15251,924879,707939,216940,2035039,405544,48512,252736,2645415,300487,2889,2569,1584,252,537,6185,41659,114893,4594,36279,512383,95678,608061,535187,548971,333053,194928,161555,1875174,673742,407193,224824,10819,123491,49892,12400,291988,4727,106218,312557,8169,248462,128652,433720,15995,412516,556,73129,356548,471,25242,5158,299,92
Bihar,Saharsa,25.8212707,86.5467082,214,BIHAR,1900661,997174,903487,804996,506374,298622,317249,164518,152731,6009,3101,2908,649898,456724,193174,1250763,356833,18651,109814,1629254,266620,1292,197,60,109,8,3121,21651,41342,1668,19415,432651,38046,470697,348300,194897,90182,64560,47051,1249692,415863,233870,129847,3824,60611,20489,4957,155660,1688,30518,166317,5700,113421,61597,359161,5426,349271,299,158574,174742,308,6629,10505,464,91
Bihar,Samastipur,25.79320556,85.94833323,221,BIHAR,4261566,2230003,2031563,2142880,1293575,849305,803128,417944,385184,1884,975,909,1343400,1037576,305824,2918166,721629,47917,274815,3800598,452370,2126,554,292,231,112,5283,46123,88021,5379,50918,1012979,43486,1056465,781038,710468,284082,186153,129933,2766930,913339,568812,458268,10621,183813,56464,16741,412873,4320,84248,441421,11807,213527,159459,829443,10874,797103,542,384786,352172,1090,20385,34740,1005,91
Bihar,Saran,25.89656078,84.82266287,219,BIHAR,3951862,2022821,1929041,2157454,1285767,871687,474066,242976,231090,36786,18322,18464,1040231,857660,182571,2911631,493461,42103,272570,3534772,406449,2330,371,229,322,107,7282,51822,94787,4509,37442,701323,76299,777622,793945,693465,361171,213251,148065,2516115,847031,585386,431759,10948,243581,68604,15821,398651,5009,128169,423960,9488,276656,137526,628222,8764,578710,435,207758,381637,404,27833,5389,892,95
Bihar,Sheikhpura,25.12472437,85.77839391,228,BIHAR,636342,329743,306599,328676,196431,132245,131115,67582,63533,617,305,312,224655,151569,73086,411687,109696,9917,50531,596102,37653,313,75,41,43,31,2084,6803,20065,631,8873,108293,24345,132638,129673,110525,52860,33856,19676,413475,136898,85045,33652,1728,20176,6933,2163,57043,635,16279,61568,2362,35018,30019,100345,2119,85547,49,42462,38651,159,5094,526,153,93
Bihar,Sheohar,26.45838075,85.29539412,205,BIHAR,656246,346673,309573,283698,171645,112053,96655,51089,45566,318,177,141,216372,166693,49679,439874,136334,9119,32192,552492,99342,522,216,73,52,44,3505,3983,10004,478,6698,158484,7516,166000,128209,91277,25657,16031,10091,421241,139909,93398,73447,1410,56957,7678,2267,79360,430,11722,83296,1669,52118,30398,147280,830,145016,55,75837,57924,140,2091,371,173,89
Bihar,Sitamarhi,26.5657007,85.61172491,206,BIHAR,3423574,1803252,1620322,1436794,885188,551606,405714,213624,192090,2989,1585,1404,1114583,865929,248654,2308991,635907,37932,224732,2672311,740101,2897,261,253,188,20,7543,39465,66263,3460,42461,807294,49670,856964,733380,394422,136500,92783,70549,2206340,739982,449035,317432,7292,252121,38576,12246,318780,3144,61089,340890,9864,217626,152392,720630,6856,710373,302,358607,251811,542,10992,3523,866,90
Bihar,Siwan,26.1736372,84.33766553,218,BIHAR,3330464,1675090,1655374,1930175,1115906,814269,386685,195965,190720,87000,43472,43528,932416,730396,202020,2398048,376344,31244,259900,2712635,608282,2618,369,407,359,86,5708,42384,52935,3834,37833,632514,41858,674372,689880,612635,355277,186817,119164,2115448,713597,498299,382782,10891,181860,64065,14390,378819,4088,74071,401299,8090,276680,124672,535085,6347,518473,259,158086,358850,413,19043,1279,734,99
Bihar,Supaul,26.28157894,86.78496465,208,BIHAR,2229076,1155283,1073793,1033283,647672,385611,354249,182545,171704,10168,5242,4926,877682,551718,325964,1351394,554271,22555,98974,1809936,409251,3758,271,136,546,42,5136,12111,51028,1845,25078,572287,27815,600102,467768,269737,99530,69665,45726,1453438,495020,277610,192734,4064,107152,21885,6271,195500,1099,26559,207212,5441,152501,47753,430158,5069,425676,265,145728,273702,424,5373,12245,533,93
Bihar,Vaishali,25.81347032,85.39247597,220,BIHAR,3495021,1844535,1650486,1926740,1152576,774164,738031,387827,350204,2274,1232,1042,1060344,858648,201696,2434677,502637,36958,265732,3152346,333980,2203,707,362,246,71,5106,47300,70001,4810,39564,699317,51494,750811,810191,487594,291392,178320,124448,2176701,759132,486032,397202,11316,200083,60246,15248,365200,4366,101269,390123,9675,208882,171904,620927,6879,569778,458,295371,259500,909,18159,11051,773,89
Chandigarh,Chandigarh,30.7426,76.75872466,55,CHANDIGARH,1055450,580663,474787,805438,465346,340092,199086,106356,92730,0,0,0,404136,328159,75977,651314,1687,4799,395072,852574,51447,8720,138329,1160,1960,246,1014,168344,231204,44283,78113,8911,289456,298367,80406,118667,124707,98786,174528,602411,303748,148945,135055,60494,65936,109701,14027,148411,67323,193932,209783,47345,210801,206017,112043,110377,6167,12,27384,202495,204,227354,2001,893,82
Chhattisgarh,Bastar,19.39386675,81.52895127,414,CHHATTISGARH,1413199,698487,714712,650863,382335,268528,37963,18815,19148,931780,456841,474939,726531,404364,322167,686668,287828,10821,143410,1277975,12413,27951,2099,985,3466,86925,1385,22075,157646,1782,9042,316425,54894,371319,183667,178766,60936,57413,32895,864272,358157,189569,192012,4227,37956,32802,2574,51885,4002,50155,58619,4160,48350,62326,287405,13252,216583,4833,161593,35465,1002,49120,4335,353,102
Chhattisgarh,Bilaspur,22.35694298,81.99770351,30,HIMACHAL PRADESH,381956,192764,189192,287620,155599,132021,98989,50271,48718,10693,5485,5208,205871,111543,94328,176085,4138,2561,72003,371973,6984,236,2387,113,10,7,246,17262,79146,1574,6281,152458,11987,164445,35817,59489,64730,45695,25474,193671,107367,80497,5387,6573,14900,11397,7650,47001,2779,61392,66935,12284,61113,56814,75560,4092,5617,43,28605,42589,759,67847,477,528,98
Chhattisgarh,Bilaspur,22.35694298,81.99770351,406,CHHATTISGARH,2663629,1351574,1312055,1596560,932474,664086,552992,281221,271771,498469,248172,250297,1203197,715467,487730,1460432,572292,21658,332556,2540763,57973,20745,6373,2979,2357,29122,3317,77727,519704,8566,30892,549632,188174,737806,382091,407692,189296,152838,134637,1625484,655032,380114,345789,13137,92443,84851,9398,157089,17978,193337,177334,10847,135945,171271,561313,37623,385255,3051,310140,143705,1331,152156,41286,477,97
Himachal Pradesh,Bilaspur,31.37804229,76.65316079,30,HIMACHAL PRADESH,381956,192764,189192,287620,155599,132021,98989,50271,48718,10693,5485,5208,205871,111543,94328,176085,4138,2561,72003,371973,6984,236,2387,113,10,7,246,17262,79146,1574,6281,152458,11987,164445,35817,59489,64730,45695,25474,193671,107367,80497,5387,6573,14900,11397,7650,47001,2779,61392,66935,12284,61113,56814,75560,4092,5617,43,28605,42589,759,67847,477,528,98
